date,temperature,humidity,luminosity
2020-12-03 16:18,18.9,20.4,43
2020-12-03 16:18,18.9,20.4,43
2020-12-03 16:18,18.9,20.4,43
2020-12-03 16:18,18.9,20.4,43
2020-12-03 16:18,18.9,20.4,43
2020-12-03 16:18,18.9,20.3,43
2020-12-03 16:18,18.9,20.3,43
2020-12-03 16:18,18.9,20.2,44
2020-12-03 16:18,18.8,20.1,43
2020-12-03 16:18,18.8,20.1,43
2020-12-03 16:18,18.8,20.1,43
2020-12-03 16:18,18.8,20.1,43
2020-12-03 16:18,18.8,20.1,43
2020-12-03 16:18,18.8,20.1,43
2020-12-03 16:18,18.8,20,43
2020-12-03 16:18,18.8,20,43
2020-12-03 16:18,18.8,20,43
2020-12-03 16:18,18.8,20,43
2020-12-03 16:18,18.7,19.9,43
2020-12-03 16:18,18.8,20,43
2020-12-03 16:18,18.8,20,43
2020-12-03 16:18,18.7,19.9,43
2020-12-03 16:18,18.7,19.9,43
2020-12-03 16:18,18.7,19.9,43
2020-12-03 16:18,18.7,19.8,43
2020-12-03 16:17,18.7,19.8,43
2020-12-03 16:17,18.7,19.9,43
2020-12-03 16:17,18.7,19.9,43
2020-12-03 16:17,18.6,19.8,43
2020-12-03 16:17,18.6,19.9,43
2020-12-03 16:17,18.6,19.9,43
2020-12-03 16:17,18.6,19.9,43
2020-12-03 16:17,18.6,19.9,43
2020-12-03 16:17,18.6,19.9,44
2020-12-03 16:17,18.6,19.9,43
2020-12-03 16:17,18.6,20,43
2020-12-03 16:17,18.6,20,43
2020-12-03 16:17,18.6,20,43
2020-12-03 16:17,18.6,20,43
2020-12-03 16:17,18.6,20,43
2020-12-03 16:17,18.6,20,43
2020-12-03 16:17,18.6,20,43
2020-12-03 16:17,18.6,20,43
2020-12-03 16:17,18.6,19.9,43
2020-12-03 16:17,18.6,19.8,42
2020-12-03 16:17,18.6,19.7,43
2020-12-03 16:17,18.6,19.6,43
2020-12-03 16:17,18.6,19.6,43
2020-12-03 16:17,18.6,19.5,43
2020-12-03 16:17,18.6,19.5,42
2020-12-03 16:17,18.6,19.5,43
2020-12-03 16:17,18.6,19.5,43
2020-12-03 16:16,18.6,19.6,43
2020-12-03 16:16,18.7,19.7,43
2020-12-03 16:16,18.6,19.6,43
2020-12-03 16:16,18.7,19.7,43
2020-12-03 16:16,18.7,19.7,42
2020-12-03 16:16,18.7,19.7,42
2020-12-03 16:16,18.7,19.6,42
2020-12-03 16:16,18.7,19.6,43
2020-12-03 16:16,18.7,19.5,42
2020-12-03 16:16,18.7,19.5,43
2020-12-03 16:16,18.7,19.5,43
2020-12-03 16:16,18.7,19.5,43
2020-12-03 16:16,18.7,19.5,43
2020-12-03 16:16,18.7,19.5,43
2020-12-03 16:16,18.7,19.6,42
2020-12-03 16:16,18.7,19.6,42
2020-12-03 16:16,18.6,19.5,42
2020-12-03 16:16,18.6,19.5,42
2020-12-03 16:16,18.7,19.6,42
2020-12-03 16:16,18.6,19.6,42
2020-12-03 16:16,18.6,19.6,42
2020-12-03 16:16,18.7,19.6,42
2020-12-03 16:16,18.7,19.7,42
2020-12-03 16:16,18.7,19.7,42
2020-12-03 16:16,18.7,19.6,42
2020-12-03 16:16,18.7,19.7,42
2020-12-03 16:15,18.7,19.7,42
2020-12-03 16:15,18.7,19.7,42
2020-12-03 16:15,18.7,19.8,42
2020-12-03 16:15,18.7,19.8,42
2020-12-03 16:15,18.7,19.8,42
2020-12-03 16:15,18.7,19.8,42
2020-12-03 16:15,18.7,19.8,42
2020-12-03 16:15,18.7,19.8,42
2020-12-03 16:15,18.7,19.8,42
2020-12-03 16:15,18.7,19.8,41
2020-12-03 16:15,18.7,19.8,42
2020-12-03 16:15,18.7,19.8,42
2020-12-03 16:15,18.7,19.8,42
2020-12-03 16:15,18.7,19.8,42
2020-12-03 16:15,18.7,19.7,42
2020-12-03 16:15,18.7,19.7,43
2020-12-03 16:15,18.7,19.8,42
2020-12-03 16:15,18.7,19.8,43
2020-12-03 16:15,18.7,19.8,43
2020-12-03 16:15,18.7,19.8,43
2020-12-03 16:15,18.7,19.8,43
2020-12-03 16:15,18.7,19.9,43
2020-12-03 16:15,18.7,19.9,43
2020-12-03 16:15,18.7,19.9,43
2020-12-03 16:15,18.7,19.9,43
2020-12-03 16:15,18.7,19.9,43
2020-12-03 16:14,18.7,20,43
2020-12-03 16:14,18.7,19.9,44
2020-12-03 16:14,18.7,19.9,44
2020-12-03 16:14,18.7,19.9,44
2020-12-03 16:14,18.7,19.8,44
2020-12-03 16:14,18.8,19.9,43
2020-12-03 16:14,18.7,19.8,44
2020-12-03 16:14,18.7,19.8,43
2020-12-03 16:14,18.7,19.8,43
2020-12-03 16:14,18.7,19.8,43
2020-12-03 16:14,18.8,19.8,43
2020-12-03 16:14,18.8,19.8,44
2020-12-03 16:14,18.8,19.8,43
2020-12-03 16:14,18.8,19.7,43
2020-12-03 16:14,18.8,19.7,43
2020-12-03 16:14,18.8,19.7,43
2020-12-03 16:14,18.8,19.7,43
2020-12-03 16:14,18.8,19.7,43
2020-12-03 16:14,18.8,19.7,43
2020-12-03 16:14,18.8,19.7,43
2020-12-03 16:14,18.8,19.7,42
2020-12-03 16:14,18.8,19.7,41
2020-12-03 16:14,18.8,19.7,42
2020-12-03 16:14,18.8,19.7,43
2020-12-03 16:14,18.8,19.7,43
2020-12-03 16:14,18.8,19.6,43
2020-12-03 16:14,18.8,19.6,43
2020-12-03 16:13,18.8,19.7,43
2020-12-03 16:13,18.8,19.7,43
2020-12-03 16:13,18.9,19.8,43
2020-12-03 16:13,18.9,19.8,43
2020-12-03 16:13,18.9,19.9,43
2020-12-03 16:13,18.9,20,44
2020-12-03 16:13,18.9,20,43
2020-12-03 16:13,18.9,20.1,43
2020-12-03 16:13,18.9,20.1,43
2020-12-03 16:13,18.9,20.1,43
2020-12-03 16:13,18.9,20.1,43
2020-12-03 16:13,18.9,20,43
2020-12-03 16:13,18.9,20.1,43
2020-12-03 16:13,18.9,20.1,43
2020-12-03 16:13,18.9,20.1,43
2020-12-03 16:13,18.9,20.1,43
2020-12-03 16:13,18.9,20.1,43
2020-12-03 16:13,18.9,20.1,43
2020-12-03 16:13,18.9,20.1,43
2020-12-03 16:13,18.9,20,43
2020-12-03 16:13,18.9,20,44
2020-12-03 16:13,18.9,20,43
2020-12-03 16:13,18.9,20,44
2020-12-03 16:13,18.9,19.9,43
2020-12-03 16:13,18.9,19.8,44
2020-12-03 16:13,18.9,19.7,44
2020-12-03 16:12,18.9,19.6,44
2020-12-03 16:12,18.9,19.6,44
2020-12-03 16:12,18.9,19.5,44
2020-12-03 16:12,18.9,19.5,44
2020-12-03 16:12,18.9,19.5,44
2020-12-03 16:12,18.9,19.6,44
2020-12-03 16:12,18.9,19.6,44
2020-12-03 16:12,18.9,19.6,43
2020-12-03 16:12,18.9,19.6,43
2020-12-03 16:12,18.9,19.5,43
2020-12-03 16:12,18.9,19.5,44
2020-12-03 16:12,18.9,19.4,43
2020-12-03 16:12,18.9,19.4,43
2020-12-03 16:12,18.9,19.4,43
2020-12-03 16:12,18.9,19.3,43
2020-12-03 16:12,19,19.3,43
2020-12-03 16:12,19,19.3,43
2020-12-03 16:12,19,19.3,43
2020-12-03 16:12,19,19.3,43
2020-12-03 16:12,19,19.3,43
2020-12-03 16:12,19,19.3,43
2020-12-03 16:12,19,19.3,43
2020-12-03 16:12,19,19.4,43
2020-12-03 16:12,19,19.4,43
2020-12-03 16:12,19,19.4,43
2020-12-03 16:12,19,19.5,43
2020-12-03 16:11,19,19.5,43
2020-12-03 16:11,19,19.6,43
2020-12-03 16:11,19,19.6,43
2020-12-03 16:11,19,19.6,44
2020-12-03 16:11,19,19.6,43
2020-12-03 16:11,19,19.5,43
2020-12-03 16:11,19,19.5,43
2020-12-03 16:11,19.1,19.5,43
2020-12-03 16:11,19,19.4,43
2020-12-03 16:11,19.1,19.5,43
2020-12-03 16:11,19.1,19.4,43
2020-12-03 16:11,19.1,19.4,43
2020-12-03 16:11,19.1,19.5,43
2020-12-03 16:11,19.1,19.5,43
2020-12-03 16:11,19.1,19.5,43
2020-12-03 16:11,19.1,19.5,43
2020-12-03 16:11,19.1,19.6,43
2020-12-03 16:11,19.1,19.6,43
2020-12-03 16:11,19.1,19.6,43
2020-12-03 16:11,19.1,19.6,43
2020-12-03 16:11,19.2,19.7,43
2020-12-03 16:11,19.2,19.8,43
2020-12-03 16:11,19.2,19.8,43
2020-12-03 16:11,19.2,19.8,43
2020-12-03 16:11,19.2,19.8,43
2020-12-03 16:11,19.2,19.9,43
2020-12-03 16:11,19.2,19.8,43
2020-12-03 16:10,19.2,19.8,42
2020-12-03 16:10,19.2,19.8,44
2020-12-03 16:10,19.2,19.8,43
2020-12-03 16:10,19.2,19.8,43
2020-12-03 16:10,19.2,19.8,43
2020-12-03 16:10,19.2,19.8,43
2020-12-03 16:10,19.2,19.7,43
2020-12-03 16:10,19.2,19.7,43
2020-12-03 16:10,19.2,19.7,43
2020-12-03 16:10,19.2,19.7,43
2020-12-03 16:10,19.2,19.7,43
2020-12-03 16:10,19.2,19.7,43
2020-12-03 16:10,19.2,19.7,43
2020-12-03 16:10,19.3,19.8,43
2020-12-03 16:10,19.3,19.8,43
2020-12-03 16:10,19.3,19.8,43
2020-12-03 16:10,19.3,19.8,43
2020-12-03 16:10,19.3,19.9,43
2020-12-03 16:10,19.3,19.9,42
2020-12-03 16:10,19.3,20,42
2020-12-03 16:10,19.4,20,42
2020-12-03 16:10,19.3,20,42
2020-12-03 16:10,19.4,20.1,42
2020-12-03 16:10,19.4,20.1,42
2020-12-03 16:10,19.4,20.1,42
2020-12-03 16:10,19.4,20,43
2020-12-03 16:09,19.4,20,42
2020-12-03 16:09,19.4,20,42
2020-12-03 16:09,19.4,20,42
2020-12-03 16:09,19.4,20,43
2020-12-03 16:09,19.4,19.9,43
2020-12-03 16:09,19.4,20,44
2020-12-03 16:09,19.4,20,44
2020-12-03 16:09,19.4,20,44
2020-12-03 16:09,19.5,20.2,44
2020-12-03 16:09,19.5,20.2,44
2020-12-03 16:09,19.5,20.2,44
2020-12-03 16:09,19.5,20.3,43
2020-12-03 16:09,19.5,20.4,43
2020-12-03 16:09,19.5,20.4,43
2020-12-03 16:09,19.5,20.5,44
2020-12-03 16:09,19.5,20.4,44
2020-12-03 16:09,19.5,20.2,44
2020-12-03 16:09,19.6,20.2,44
2020-12-03 16:09,19.6,20.2,43
2020-12-03 16:09,19.6,20.2,44
2020-12-03 16:09,19.6,20.2,44
2020-12-03 16:09,19.5,20.2,44
2020-12-03 16:09,19.6,20.2,44
2020-12-03 16:09,19.6,20.2,44
2020-12-03 16:09,19.6,20.2,43
2020-12-03 16:09,19.6,20.2,43
2020-12-03 16:08,19.6,20.2,43
2020-12-03 16:08,19.6,20.2,44
2020-12-03 16:08,19.6,20.2,44
2020-12-03 16:08,19.6,20.2,43
2020-12-03 16:08,19.6,20.2,43
2020-12-03 16:08,19.6,20.2,43
2020-12-03 16:08,19.5,20.1,44
2020-12-03 16:08,19.6,20.2,44
2020-12-03 16:08,19.6,20.2,44
2020-12-03 16:08,19.6,20.2,44
2020-12-03 16:08,19.6,20.2,44
2020-12-03 16:08,19.6,20.2,44
2020-12-03 16:08,19.6,20.2,43
2020-12-03 16:08,19.6,20.2,44
2020-12-03 16:08,19.6,20.2,43
2020-12-03 16:08,19.5,20.1,44
2020-12-03 16:08,19.6,20.2,43
2020-12-03 16:08,19.5,20.1,44
2020-12-03 16:08,19.5,20.1,44
2020-12-03 16:08,19.5,20.2,44
2020-12-03 16:08,19.5,20.2,44
2020-12-03 16:08,19.5,20.2,44
2020-12-03 16:08,19.5,20.2,44
2020-12-03 16:08,19.4,20.2,44
2020-12-03 16:08,19.4,20.2,44
2020-12-03 16:08,19.4,20.2,44
2020-12-03 16:08,19.3,20.2,44
2020-12-03 16:07,19.3,20.2,43
2020-12-03 16:07,19.2,20.2,43
2020-12-03 16:07,19.2,20.2,43
2020-12-03 16:07,19.1,20.2,43
2020-12-03 16:07,19.1,20.2,43
2020-12-03 16:07,19.1,20.2,44
2020-12-03 16:07,19.1,20.2,43
2020-12-03 16:07,19.1,20.2,43
2020-12-03 16:07,19.1,20.2,43
2020-12-03 16:07,19.1,20.2,43
2020-12-03 16:07,19.1,20.2,43
2020-12-03 16:07,19.1,20.2,43
2020-12-03 16:07,19.1,20.2,43
2020-12-03 16:07,19.1,20.1,43
2020-12-03 16:07,19.1,20.1,43
2020-12-03 16:07,19.1,20.1,43
2020-12-03 16:07,19.1,20.1,43
2020-12-03 16:07,19.1,20.1,43
2020-12-03 16:07,19.1,20.1,43
2020-12-03 16:07,19.1,20.1,43
2020-12-03 16:07,19.1,20.1,43
2020-12-03 16:07,19.1,20.1,43
2020-12-03 16:07,19.1,20.1,43
2020-12-03 15:59,18.1,19.9,45
2020-12-03 15:59,18.1,20,45
2020-12-03 15:59,18.2,20.1,44
2020-12-03 15:59,18.1,20,44
2020-12-03 15:59,18.2,20.1,44
2020-12-03 15:59,18.2,20.1,44
2020-12-03 15:59,18.1,20.1,44
2020-12-03 15:59,18.1,20.1,45
2020-12-03 15:59,18.1,20.1,45
2020-12-03 15:59,18.1,20.1,45
2020-12-03 15:59,18.1,20.1,44
2020-12-03 15:59,18.1,20.1,43
2020-12-03 15:59,18.1,20.1,43
2020-12-03 15:59,18.1,20.1,44
2020-12-03 15:59,18.2,20.2,44
2020-12-03 15:59,18.1,20.1,44
2020-12-03 15:59,18.1,20.1,44
2020-12-03 15:59,18.1,20.2,44
2020-12-03 15:59,18.1,20.1,45
2020-12-03 15:59,18.1,20.1,44
2020-12-03 15:59,18.1,20.2,44
2020-12-03 15:58,18.1,20.1,45
2020-12-03 15:58,18.1,20.1,45
2020-12-03 15:58,18.1,20.1,45
2020-12-03 15:58,18.1,20,44
2020-12-03 15:58,18.1,20,44
2020-12-03 15:58,18.1,20,45
2020-12-03 15:58,18.1,20,45
2020-12-03 15:58,18.1,20,44
2020-12-03 15:58,18.1,20,44
2020-12-03 15:58,18.1,19.9,44
2020-12-03 15:58,18.1,19.9,45
2020-12-03 15:58,18.2,20,45
2020-12-03 15:58,18.2,19.9,45
2020-12-03 15:58,18.1,19.9,45
2020-12-03 15:58,18.1,19.8,45
2020-12-03 15:58,18.2,19.9,45
2020-12-03 15:58,18.1,19.8,44
2020-12-03 15:58,18.2,19.9,44
2020-12-03 15:58,18.2,19.9,44
2020-12-03 15:58,18.2,19.9,45
2020-12-03 15:58,18.2,19.9,45
2020-12-03 15:58,18.2,19.9,45
2020-12-03 15:58,18.2,19.9,45
2020-12-03 15:58,18.2,19.9,45
2020-12-03 15:58,18.2,20,45
2020-12-03 15:58,18.2,20,45
2020-12-03 15:57,18.2,20,45
2020-12-03 15:57,18.2,20.1,44
2020-12-03 15:57,18.2,20.1,46
2020-12-03 15:57,18.2,20.1,46
2020-12-03 15:57,18.2,20.1,46
2020-12-03 15:57,18.2,20,46
2020-12-03 15:57,18.2,20,45
2020-12-03 15:57,18.2,20,45
2020-12-03 15:57,18.2,20,45
2020-12-03 15:57,18.2,20.1,45
2020-12-03 15:57,18.2,20.1,45
2020-12-03 15:57,18.2,20.1,45
2020-12-03 15:57,18.2,20.2,45
2020-12-03 15:57,18.2,20.1,45
2020-12-03 15:57,18.2,20,45
2020-12-03 15:57,18.2,20,46
2020-12-03 15:57,18.2,20,46
2020-12-03 15:57,18.2,20,46
2020-12-03 15:57,18.2,20,45
2020-12-03 15:57,18.2,20,46
2020-12-03 15:57,18.2,20.1,45
2020-12-03 15:57,18.2,20.1,44
2020-12-03 15:57,18.2,20.1,45
2020-12-03 15:57,18.2,20.1,46
2020-12-03 15:57,18.2,20,47
2020-12-03 15:57,18.2,20,46
2020-12-03 15:56,18.2,20,46
2020-12-03 15:56,18.2,20,46
2020-12-03 15:56,18.2,20.1,46
2020-12-03 15:56,18.2,20,45
2020-12-03 15:56,18.2,20.1,45
2020-12-03 15:56,18.2,20.1,45
2020-12-03 15:56,18.2,20.1,45
2020-12-03 15:56,18.2,20.1,46
2020-12-03 15:56,18.2,20.1,46
2020-12-03 15:56,18.2,20,45
2020-12-03 15:56,18.2,20.1,45
2020-12-03 15:56,18.2,20.1,44
2020-12-03 15:56,18.2,20,44
2020-12-03 15:56,18.2,20,45
2020-12-03 15:56,18.2,20,44
2020-12-03 15:56,18.2,20,44
2020-12-03 15:56,18.2,20,44
2020-12-03 15:56,18.2,20,44
2020-12-03 15:56,18.2,19.9,44
2020-12-03 15:56,18.2,19.9,44
2020-12-03 15:56,18.2,19.9,44
2020-12-03 15:56,18.2,20,45
2020-12-03 15:56,18.2,19.9,45
2020-12-03 15:56,18.2,19.9,45
2020-12-03 15:56,18.2,19.9,44
2020-12-03 15:56,18.2,19.9,44
2020-12-03 15:56,18.2,19.8,44
2020-12-03 15:55,18.2,19.8,44
2020-12-03 15:55,18.2,19.8,44
2020-12-03 15:55,18.2,19.8,44
2020-12-03 15:55,18.2,19.8,45
2020-12-03 15:55,18.2,19.8,42
2020-12-03 15:55,18.2,19.9,44
2020-12-03 15:55,18.2,19.9,45
2020-12-03 15:55,18.2,20,44
2020-12-03 15:55,18.2,20,44
2020-12-03 15:55,18.3,20.1,44
2020-12-03 15:55,18.3,20.1,44
2020-12-03 15:55,18.2,20.1,44
2020-12-03 15:55,18.2,20.1,45
2020-12-03 15:55,18.2,20.1,45
2020-12-03 15:55,18.2,20.1,45
2020-12-03 15:55,18.2,20.1,45
2020-12-03 15:55,18.2,20.1,45
2020-12-03 15:55,18.2,20.1,45
2020-12-03 15:55,18.2,20.1,45
2020-12-03 15:55,18.2,20.1,45
2020-12-03 15:55,18.2,20.1,45
2020-12-03 15:55,18.2,20.2,45
2020-12-03 15:55,18.2,20.2,45
2020-12-03 15:55,18.2,20.2,44
2020-12-03 15:55,18.2,20.2,45
2020-12-03 15:55,18.2,20.2,44
2020-12-03 15:54,18.2,20.2,44
2020-12-03 15:54,18.2,20.2,45
2020-12-03 15:54,18.2,20.2,44
2020-12-03 15:54,18.2,20.2,45
2020-12-03 15:54,18.2,20.1,45
2020-12-03 15:54,18.2,20.1,44
2020-12-03 15:54,18.2,20.1,44
2020-12-03 15:54,18.2,20.1,45
2020-12-03 15:54,18.2,20.1,44
2020-12-03 15:54,18.2,20,44
2020-12-03 15:54,18.2,20,44
2020-12-03 15:54,18.1,20,44
2020-12-03 15:54,18.1,20,44
2020-12-03 15:54,18.1,20,44
2020-12-03 15:54,18.1,19.9,44
2020-12-03 15:54,18.1,19.9,44
2020-12-03 15:54,18.1,19.9,45
2020-12-03 15:54,18.1,19.9,44
2020-12-03 15:54,18.1,19.8,44
2020-12-03 15:54,18.1,19.8,45
2020-12-03 15:54,18.1,19.7,44
2020-12-03 15:54,18.1,19.7,44
2020-12-03 15:54,18.1,19.7,44
2020-12-03 15:54,18.1,19.7,43
2020-12-03 15:54,18.1,19.7,46
2020-12-03 15:54,18.1,19.7,46
2020-12-03 15:53,18.1,19.7,46
2020-12-03 15:53,18.1,19.7,46
2020-12-03 15:53,18.1,19.8,46
2020-12-03 15:53,18.1,19.8,46
2020-12-03 15:53,18.1,19.8,46
2020-12-03 15:53,18.1,19.8,47
